BalanceWeight,RetentionWeight,RiskyRevolverPenalty,SafeLowRevolvePenalty,Objective,ALL_THREE,BEST_ONLY,BEST_LTV,LTV_ONLY,PROFIT_ONLY,LTV_PROFIT,Overlap_BEST087,Overlap_LTV079,Overlap_Profit077
0.1,0.0,0.0,0.05,0.7352425998060329,0.9124123286839007,0.8443428664757473,0.8380611857402361,0.6647423458096013,0.6679552930533118,0.6771581054233758,,,
0.1,0.0,0.1,0.15,0.7351386247781535,0.911438069803484,0.8457988063361376,0.8327854772933697,0.6428739658258746,0.6826527399030695,0.6840057622366418,,,
0.0,0.15,0.0,0.05,0.7349355492857909,0.914609749327382,0.831895948451763,0.8569658646684831,0.7061078714401953,0.6356522003231018,0.6822785713370184,,,
0.0,0.15,0.0,0.1,0.7348785933933839,0.9145274029136444,0.8352995965634509,0.8534278460490463,0.6896507908869,0.6531474726978999,0.6775861236882159,,,
0.1,0.0,0.1,0.0,0.7345613082261493,0.9136482113570145,0.8375729122964023,0.8473064741144414,0.702168695280716,0.6271950814216478,0.7028104002243051,,,
0.1,0.0,0.05,0.0,0.7343716822765397,0.9138235447151448,0.8402651535707893,0.8458068410535876,0.6935078783563873,0.6403521108239095,0.693466205719779,,,
0.1,0.0,0.05,0.1,0.7341910064316789,0.9120270593763561,0.8452491349561483,0.8355781153496821,0.6547793474369407,0.6759683612277867,0.6811363742690059,,,
0.0,0.15,0.05,0.15,0.7331901304263101,0.9143964977992685,0.8365136697691068,0.8515944977293369,0.6812512725793328,0.6613769008077545,0.6823207180966114,,,
0.1,0.0,0.15,0.15,0.7331582713011051,0.9119143711115243,0.8437846942903168,0.8354936058128973,0.6535946590724165,0.6726668865912763,0.6942461139149243,,,
0.1,0.0,0.05,0.05,0.7328848849437,0.9131538241398549,0.842995403794523,0.8410495063578565,0.6753205313262816,0.6595385770597738,0.6879798761515661,,,
0.0,0.15,0.05,0.05,0.7328469328900862,0.9142428180521978,0.8291075142294613,0.8581142497729336,0.7144478112286412,0.62538570726979,0.6917389167668029,,,
0.1,0.0,0.15,0.05,0.732599200210712,0.9130642715516708,0.8378202027921962,0.8448100953678473,0.6934761049633849,0.6344367237479807,0.7068889994392374,,,
0.0,0.15,0.15,0.05,0.7325629701444254,0.9119587199801624,0.8203874166815822,0.8587817120799274,0.728060227827502,0.5975088484652665,0.7078405280781863,,,
0.0,0.15,0.05,0.1,0.7320514410972758,0.9145389721901928,0.8331845645247896,0.8552837002724796,0.6990021033360455,0.6443438759289176,0.6876313921333013,,,
0.1,0.0,0.1,0.05,0.7320433015438866,0.9133736661831258,0.8408587218543047,0.8433983701180745,0.6848849007323027,0.6484373712439419,0.697892629015461,,,
0.0,0.15,0.1,0.05,0.7320149111821976,0.9133638569462526,0.8252586328977984,0.8587178242506812,0.7217484353132628,0.6127325751211632,0.7002889978370584,,,
0.1,0.0,0.1,0.1,0.7319859519792966,0.9126352650920587,0.8435524463934133,0.8384281058128974,0.6654251399511798,0.6668115903069467,0.691666754466074,,,
0.1,0.0,0.15,0.1,0.7314770621165015,0.9127231107804847,0.8410912960443888,0.8406722098092643,0.6749399454841334,0.6548894164781907,0.7012578767924377,,,
0.05,0.05,0.0,0.1,0.7309777050340726,0.9132497260182258,0.8411381596563452,0.8400414073569482,0.6619976631407649,0.6779347541195476,0.6756530125771049,,,
0.05,0.05,0.05,0.15,0.7308701159309795,0.9129353444671751,0.8422268247717917,0.837713744777475,0.6512841651749389,0.685789402907916,0.6794215605223103,,,
0.0,0.15,0.1,0.15,0.7305776411595131,0.9142800524208048,0.8340530259531054,0.8533461167120799,0.6906618608624898,0.6517951831987076,0.692066653689017,,,
0.05,0.05,0.15,0.0,0.7301882022895678,0.9129661947554398,0.8259047248970824,0.8524776489554949,0.7230730170870626,0.6036996426494345,0.7139043298886486,,,
0.0,0.15,0.1,0.1,0.7301814606772884,0.9140443788729774,0.8300435933416861,0.8563167198001816,0.7073719161920261,0.6333049647819063,0.696803720259553,,,
0.05,0.05,0.0,0.0,0.7300463640534669,0.9147435616638769,0.836009653481296,0.8495839218891916,0.6994800406834826,0.6442467121163166,0.6873746020988545,,,
0.0,0.15,0.15,0.1,0.729693109933488,0.9130399349823322,0.8258760653302308,0.85680939373297,0.7146447111472742,0.619803469466882,0.7050270700953296,,,
0.05,0.0,0.0,0.15,0.7296161437508537,0.9109421253983013,0.8417971306604617,0.8257499368755676,0.6209448885272579,0.7087716032310177,0.6674918594889049,,,
0.05,0.05,0.0,0.05,0.7292178469916333,0.9142175721529974,0.8388160234472883,0.8451267034514078,0.6818703970707893,0.6623129001615509,0.682221803572859,,,
0.0,0.15,0.15,0.15,0.7289758251909103,0.9136578531523154,0.830567498836585,0.8542764759309719,0.6990586525630594,0.639931223263328,0.7009549994392374,,,
0.05,0.05,0.05,0.0,0.7287274784372451,0.9146926078482426,0.8337515385716843,0.8513012093551316,0.7083672026037429,0.6335305518578351,0.6971727847472562,,,
0.05,0.05,0.1,0.0,0.7286249001770337,0.9141027454218585,0.8303726753177019,0.8521981203451409,0.7162631529698942,0.6201112452342488,0.7060839054714412,,,
0.0,0.1,0.0,0.15,0.727787058438226,0.9139402423160374,0.8375977139788795,0.8418317693006357,0.6581316029292108,0.6870545880452342,0.6736830750620845,,,
0.05,0.05,0.1,0.15,0.727398467361084,0.9135221243320315,0.8406296235904779,0.8404861203451407,0.6624452961757527,0.6778085486268175,0.6902097984458864,,,
0.05,0.05,0.05,0.1,0.7273831166755993,0.9139685933916062,0.8399203259352066,0.8429616285195277,0.6730216908055329,0.6707437008077545,0.6867473706641032,,,
0.05,0.05,0.05,0.05,0.7269314047144878,0.9145589157522782,0.8371429074637552,0.8476170163487738,0.6917615077298617,0.6534071327948304,0.6926045048465913,,,
0.05,0.05,0.15,0.05,0.7261157972606285,0.9136494398859338,0.8307820816180419,0.850000163941871,0.7084919406021155,0.6275938242326333,0.7106589856604983,,,
0.05,0.05,0.1,0.05,0.7258594455013144,0.9143726821647759,0.834504113656703,0.8492251539509538,0.7006290829943043,0.641905420355412,0.7021049340703357,,,
0.05,0.05,0.15,0.15,0.7256161118928403,0.913595490075011,0.8382132577411849,0.8427695413260672,0.6723747461350692,0.6672669647819063,0.6999941368260835,,,
0.05,0.05,0.1,0.1,0.7253358507920087,0.9141763324034468,0.8378692758188652,0.8453539841053588,0.682920523189585,0.661053242003231,0.6968234973964591,,,
0.05,0.05,0.15,0.1,0.7245745633745642,0.9138550166015746,0.8348588090209415,0.8468599473206175,0.691767460537022,0.6486962823909531,0.7060048243210766,,,
0.0,0.1,0.0,0.1,0.723878511577432,0.9148167596057282,0.835173728834795,0.8467133633060854,0.6792027713588282,0.6727205234248789,0.6808272963229993,,,
0.0,0.1,0.0,0.0,0.7238659598711618,0.9152623194594259,0.8287021592983713,0.854579446866485,0.7134844849471115,0.6376705828756057,0.690746239525755,,,
0.05,0.0,0.05,0.15,0.7230594075985834,0.9123344297811667,0.8412952958654019,0.8294087824704813,0.6350256615134255,0.7041878339256866,0.6804739711607787,,,
0.0,0.1,0.05,0.15,0.7229728272245984,0.9146353414667411,0.8364419251834617,0.8446850708446866,0.6696703645240032,0.6809173492730209,0.6851324787310743,,,
0.0,0.1,0.0,0.05,0.7228410933764404,0.9152660892443123,0.8322749994630392,0.8510681743869211,0.6973878323840521,0.6563180975767366,0.6864369970359689,,,
0.0,0.1,0.15,0.0,0.7228051941475686,0.9122012984439898,0.8163210144979416,0.8558658501362398,0.7348689585028478,0.5966789331179321,0.7159703899703597,,,
0.0,0.1,0.05,0.0,0.7221656139721839,0.9147974757423594,0.8257852801145517,0.8556379759309718,0.721656672091131,0.6267350255250403,0.7001323962188576,,,
0.0,0.1,0.1,0.0,0.7217437136326336,0.9137846556568099,0.8216423676391624,0.8560703342415986,0.7287712904800651,0.6131690300484652,0.7085844080749819,,,
0.05,0.0,0.0,0.1,0.7217289446144255,0.9127188655632014,0.8401909427241812,0.8319862420526795,0.647672100081367,0.6965222138933764,0.6773644710406153,,,
0.0,0.1,0.05,0.1,0.7204812933934955,0.915146811852954,0.8336075736531233,0.8492412016348774,0.6894689951179821,0.6650417441033926,0.6914260352479372,,,
0.0,0.1,0.05,0.05,0.72041439273733,0.915204880590168,0.8301214408448184,0.852916491825613,0.706532018714402,0.6470408536348949,0.69640037090443,,,
0.0,0.1,0.1,0.15,0.7198039880655408,0.9148304703490175,0.8345111276176839,0.847118161671208,0.6800056777868185,0.6724221163166398,0.695413948890491,,,
0.0,0.05,0.0,0.15,0.7197963144430671,0.9134601373504433,0.8364772325040272,0.8339108755676657,0.6430103262815297,0.7048660051696284,0.6749421299367139,,,
0.0,0.1,0.1,0.05,0.7189377911721573,0.9146047152439403,0.8268041607302667,0.8538437861035423,0.714716481692433,0.6352871340872375,0.7054909802130898,,,
0.0,0.1,0.15,0.05,0.7188987115287824,0.9134569826793131,0.8222917411848935,0.8541511112624887,0.7217873311635477,0.6207832756058158,0.7135815350476648,,,
0.0,0.1,0.1,0.1,0.718264930685187,0.9149489758353482,0.8310647365312331,0.8509641121707539,0.6986543702196908,0.654950608723748,0.7010855818312905,,,
0.05,0.0,0.1,0.15,0.7180956042607376,0.9132422898270411,0.8401103164488992,0.8323772375113533,0.6476944882017901,0.697455744749596,0.6920920929263799,,,
0.0,0.1,0.15,0.15,0.7178319740619019,0.9144964326576158,0.8315599500626455,0.8487236230699364,0.6892378812042311,0.6614512730210016,0.7047847980453417,,,
0.05,0.0,0.0,0.05,0.7173776538640761,0.9140691693757362,0.8381906058707714,0.8374418410535877,0.6703166159479251,0.6824062022617124,0.6853838013298085,,,
0.0,0.1,0.15,0.1,0.7170949686943794,0.914212591680615,0.8273457340254162,0.8517725376930063,0.7068182864117168,0.6423091799676899,0.7098591445966514,,,
0.05,0.0,0.05,0.1,0.7165954853254246,0.9137599413799516,0.8393456443529622,0.8350860853769301,0.6601600292921074,0.6906353447495961,0.6893286705118963,,,
0.05,0.0,0.0,0.0,0.7163646822288223,0.9149848811233029,0.8357888847324146,0.8425041049046321,0.6899122290480065,0.6659253928917609,0.6917230753825202,,,
0.05,0.0,0.15,0.15,0.7150713425051629,0.913636066827847,0.838115452836943,0.834930846503179,0.6588407664768103,0.688230997092084,0.7025228965793479,,,
0.05,0.0,0.15,0.0,0.7147337383519835,0.9141304589548075,0.8273624326114194,0.8471073801089919,0.715996911716843,0.6288210290791599,0.719879225666907,,,
0.05,0.0,0.05,0.0,0.7144539671815959,0.9152649953133718,0.8341089441560766,0.8449689314259764,0.6996526285598047,0.656536128917609,0.7020589153248418,,,
0.05,0.0,0.05,0.05,0.7139966721161974,0.9147443043084744,0.8369819642026132,0.8403227988192552,0.681246693246542,0.6749275515347334,0.6964412889529761,,,
0.05,0.0,0.1,0.0,0.7138933389699604,0.9149858229372017,0.8313747716126724,0.8465140658492281,0.7083362005695687,0.6442631357027463,0.7114750955699752,,,
0.0,0.05,0.05,0.15,0.7134618091519778,0.9144699326018225,0.8356762024342222,0.8369666884650317,0.6560516655817739,0.6999447179321487,0.687315077144917,,,
0.05,0.0,0.1,0.1,0.7133916349942496,0.9142957889281508,0.8377558770359764,0.8378037434150772,0.6711816346623272,0.6823191631663974,0.7000551200833133,,,
0.0,0.0,0.0,0.15,0.7133905186586695,0.9125376079598289,0.834923319491677,0.8245923623978201,0.6245089991863304,0.7220453932148627,0.6751043672194185,,,
0.0,0.05,0.0,0.1,0.713188075504428,0.9147063368916991,0.8343861102559513,0.8391602856494096,0.6671307705451587,0.6918863760904685,0.6835819410398142,,,
0.05,0.0,0.1,0.05,0.712357440849186,0.9148828823259563,0.8349047970288169,0.8426729096276113,0.6909517103336046,0.6647179483037156,0.7064512988864856,,,
0.05,0.0,0.15,0.05,0.7121201709188804,0.9144585837951771,0.8317289667084303,0.8440876539509536,0.699603839707079,0.6515067179321486,0.7155123930144996,,,
0.05,0.0,0.15,0.1,0.712046238970846,0.9142905085115616,0.835254951136567,0.840018512715713,0.6808726639544345,0.6711950268174475,0.7097418767924377,,,
0.0,0.05,0.0,0.05,0.7101567938039058,0.9155288578265453,0.8318720057275819,0.8440170712988193,0.6875389324654191,0.6769107903069467,0.6904140149002643,,,
0.0,0.05,0.0,0.0,0.7099832440468583,0.9159045482611121,0.8288299011992125,0.8483295767484105,0.7053416753458096,0.6595350933764136,0.6956810510294,,,
0.0,0.05,0.1,0.15,0.7090273581818501,0.9149859991816999,0.8341784812958655,0.8396323773841962,0.6676472091131,0.6927088264943457,0.6983123326123528,,,
0.0,0.05,0.05,0.1,0.7085415770300683,0.9153596351125163,0.833225894218722,0.8419852257039055,0.6785879267697315,0.6855405725363489,0.6949287643995834,,,
0.0,0.05,0.05,0.0,0.7079834808329989,0.9157631537040481,0.8265882226597459,0.8501552547683924,0.7142493230268511,0.6497221415185783,0.705547647520628,,,
0.0,0.05,0.15,0.0,0.7074622143539672,0.9137387072097204,0.8181644721675317,0.851000029972752,0.7290442017900732,0.6214609705977383,0.7224205050068092,,,
0.0,0.05,0.05,0.05,0.7070892620487461,0.9158005409460046,0.8302687549668875,0.8465252806539509,0.6975880740439382,0.6688865234248789,0.7009144261796043,,,
0.0,0.05,0.1,0.0,0.7069590791133175,0.9150462256772673,0.8230701233219975,0.8509492561307902,0.7222183767290481,0.6371560200323101,0.7145187366818874,,,
0.0,0.05,0.15,0.15,0.7064463794547654,0.9149694627983386,0.8317788716663683,0.8418877475022707,0.6778112327095199,0.6829029693053312,0.7081809050708965,,,
0.0,0.05,0.1,0.1,0.7057459734475993,0.9154888357572376,0.8312535226418472,0.8443839904632152,0.6886805158665582,0.6766443017770597,0.7050905822318352,,,
0.0,0.0,0.05,0.15,0.7056268552135223,0.9138716980472383,0.8343579935564703,0.8283610894641235,0.6393333433685924,0.7182532975767366,0.6885193785147801,,,
0.0,0.05,0.1,0.05,0.7053327240478123,0.9155140444609758,0.8276354097010918,0.8482022493188011,0.7065100081366965,0.6582114093699516,0.7104615304013459,,,
0.0,0.05,0.15,0.05,0.7046447445024941,0.9146504233587502,0.8236461027385,0.8488567638510446,0.7144406379170057,0.6446625660743134,0.7190821829688376,,,
0.0,0.05,0.15,0.1,0.7042574327352371,0.915056385221003,0.8281588304993737,0.8459175,0.6976116875508543,0.6650302268174475,0.7143181107105664,,,
0.0,0.0,0.0,0.1,0.7036416598370204,0.9141710394643854,0.833109509217827,0.8307709777475022,0.6526835109845404,0.7104164226171243,0.685507069454458,,,
0.0,0.0,0.1,0.15,0.6995310765215842,0.9147078600210774,0.8331634034365492,0.8312976135331517,0.6526380732302685,0.7122742235864298,0.7003937822638789,,,
0.0,0.0,0.0,0.05,0.6978101627943046,0.9153686079970245,0.8308641451584033,0.836052346503179,0.6760978494711147,0.6969779340872375,0.6938755087719298,,,
0.0,0.0,0.05,0.1,0.6973235130892588,0.9151453761825057,0.8321857420798282,0.8338658882833788,0.6657513124491456,0.7053815095315025,0.697765166866939,,,
0.0,0.0,0.15,0.15,0.6954999950767888,0.9150179777819105,0.8311662181850725,0.8337344759309718,0.6642010341741253,0.7038130197092084,0.7109277585516303,,,
0.0,0.0,0.0,0.0,0.6954404805876053,0.9161255879114748,0.8281475145874351,0.8408624373297003,0.696119974369406,0.6812660054927302,0.7004245644476488,,,
0.0,0.0,0.05,0.05,0.6933532774202252,0.9159734137995166,0.8295773219974942,0.8388613351498637,0.6873603059397885,0.6904257453957997,0.7051014501321798,,,
0.0,0.0,0.1,0.1,0.6931383995462779,0.9156062021697353,0.8305985070699838,0.8364919309718438,0.677131265256306,0.6978815767366721,0.7086129013858847,,,
0.0,0.0,0.05,0.0,0.6927370619531229,0.9163331492281942,0.8264492038661179,0.8433471775658492,0.705901632628153,0.6728545166397415,0.710798765040455,,,
0.0,0.0,0.1,0.0,0.691463920784135,0.9159489425702064,0.8236389880078754,0.8449393855585831,0.7145313763222132,0.6614981237479806,0.7201899883040935,,,
0.0,0.0,0.15,0.0,0.6913728813003316,0.9149432277106193,0.8193303520672991,0.8453786612170754,0.7221606391375102,0.6468617670436188,0.7285881393895698,,,
0.0,0.0,0.15,0.1,0.6910008620912269,0.9155069607587873,0.8280706377304458,0.8386565976385104,0.6869447331163547,0.6875687088852989,0.7183038668589282,,,
0.0,0.0,0.1,0.05,0.6909515093044203,0.9160298392412125,0.8275071507069984,0.8412043192552225,0.6971540065093572,0.6810960252019386,0.7151178985820716,,,
0.0,0.0,0.15,0.05,0.6899975533094639,0.9154886246605913,0.824213376767496,0.8426243864668483,0.7057681179820993,0.6687112245557351,0.7241474073540014,,,
