Metric,Baseline,Experiment,Difference,PercentDifference
f1,7450.546632418676,7315.5784382138445,-134.9681942048319,-1.8115206959119061
f5,4123.507094702195,4128.908021030226,5.400926328031346,0.13097895078125016
f11,0.014018526418253085,0.01335555170422648,-0.0006629747140266054,-4.729275347823768
interest_revenue,1658.5385647684582,1628.1205975791947,-30.417967189263436,-1.83402230345545
interchange_revenue,2288.710222181671,2299.825293889305,11.115071707634343,0.48564783780443405
rewards_breakage,12.372557569835877,12.355965107477877,-0.01659246235800005,-0.13410697234056312
NetProfit,3564.177087263316,3552.019059241554,-12.15802802176222,-0.3411173946774212
LTV_Profitability,19612.61261417169,19549.82361388596,-62.789000285727525,-0.32014602807357456
