Metric,Baseline,Experiment,Difference,PercentDifference
f1,7450.546632418676,7393.290949324236,-57.25568309444043,-0.7684762732080703
f5,4123.507094702195,4125.3411496816125,1.8340549794174876,0.04447803622731357
f11,0.014018526418253085,0.01373896900475169,-0.0002795574135013943,-1.994199712299228
interest_revenue,1658.5385647684582,1645.498712193565,-13.039852574893075,-0.7862254669196381
interchange_revenue,2288.710222181671,2290.447543878588,1.7373216969172063,0.07590832950713772
rewards_breakage,12.372557569835877,12.343713949483176,-0.02884362035270094,-0.23312577201516754
NetProfit,3564.177087263316,3557.01243242657,-7.164654836746195,-0.20101848649297713
LTV_Profitability,19612.61261417169,19568.478569638137,-44.13404453355179,-0.2250288903461102
