Metric,Baseline,Experiment,Difference,PercentDifference
f1,7450.546632418676,7450.546632418676,0.0,0.0
f5,4123.507094702195,4123.507094702195,0.0,0.0
f11,0.014018526418253085,0.014018526418253085,0.0,0.0
interest_revenue,1658.5385647684582,1658.5385647684582,0.0,0.0
interchange_revenue,2288.710222181671,2288.710222181671,0.0,0.0
rewards_breakage,12.372557569835877,12.372557569835877,0.0,0.0
NetProfit,3564.177087263316,3564.177087263316,0.0,0.0
LTV_Profitability,19612.61261417169,19612.61261417169,0.0,0.0
