Metric,Baseline,Experiment,Difference,PercentDifference
f1,7450.546632418676,7399.469508244802,-51.077124173874836,-0.6855486811078938
f5,4123.507094702195,4128.432412211051,4.9253175088560965,0.11944486563837983
f11,0.014018526418253085,0.013776916032439804,-0.00024161038581328037,-1.7235077254531335
interest_revenue,1658.5385647684582,1646.9342200700858,-11.604344698372415,-0.6996728894267497
interchange_revenue,2288.710222181671,2290.7284749132245,2.01825273155373,0.08818297362388969
rewards_breakage,12.372557569835877,12.33720460150032,-0.03535296833555712,-0.2857369475632683
NetProfit,3564.177087263316,3557.7880896802285,-6.38899758308753,-0.1792558962886212
LTV_Profitability,19612.61261417169,19560.88312813899,-51.72948603269833,-0.26375622182696673
