RankBand,Customers,MeanShift,MedianShift,AbsShift,Promoted,Demoted,LargestPromotion,LargestDemotion
"1-1,000",1000,0.0,0.0,0.0,0,0,0,0
"1,001-10,000",9000,0.0,0.0,0.0,0,0,0,0
"10,001-50,000",40000,0.0,0.0,0.0,0,0,0,0
"50,001-80,000",30000,0.0,0.0,0.0,0,0,0,0
"80,001-120,000",40000,0.0,0.0,0.0,0,0,0,0
"120,001-200,000",80000,0.0,0.0,0.0,0,0,0,0
"200,001-500,000",300000,0.0,0.0,0.0,0,0,0,0
